-1.9283,143.334,4.55301,-0.00599242,0.0109159,1.07866
-4.20875,144.488,4.5539,-0.0119239,0.0152647,1.1375
-5.9944,145.214,4.54557,-0.0095489,0.0176513,1.2628
-9.04691,146.011,4.53054,-0.0107735,0.0171917,1.35242
-10.5801,146.235,4.51456,-0.013542,0.0129983,1.51558
-12.6368,146.257,4.51585,-0.0158356,0.0185363,1.42523
-15.8335,146.672,4.50279,-0.0143942,0.0166617,1.36663
-18.0338,146.88,4.48314,-0.0164934,0.0166328,1.51214
-23.0508,147.027,4.41779,-0.0102539,0.00844843,1.45364
-27.2488,147.527,4.40065,-0.0153993,0.0133645,1.31535
-29.0818,147.916,4.38247,-0.0169869,0.0148607,1.4698
-31.1126,147.995,4.36061,-0.017808,0.0145782,1.37696
-34.2792,148.469,4.33416,-0.0138742,0.0136643,1.41042
-35.8784,148.54,4.31905,-0.0121022,0.00914269,1.43663
-36.3013,148.501,4.30958,-0.0104899,0.00642116,1.21988
-36.6007,148.509,4.31234,-0.00763875,0.00579771,1.04015
-37.0736,148.663,4.3139,-0.00753665,0.00680736,0.862725
-37.7922,149.214,4.31093,-0.0122725,0.00690253,1.04686
-38.1797,149.484,4.31378,-0.0173853,0.00814701,1.26092
-38.5804,149.677,4.30567,-0.0191812,0.00936618,1.45759
-39.9037,149.715,4.29009,-0.0169019,0.0104641,1.55795
-42.0451,149.663,4.2765,-0.017483,0.0120688,1.4182
-44.3934,149.967,4.2531,-0.0167858,0.0222502,1.46001
-46.2322,150.005,4.23125,-0.0183083,0.0234469,1.47302
-50.8071,150.433,4.18183,-0.0170901,0.0241244,1.3801
-53.205,150.749,4.17007,-0.0167686,0.0277792,1.3721
-56.8232,151.424,4.10891,-0.0201959,0.0271222,1.22992
-60.3124,152.563,4.06407,-0.0207998,0.0283411,1.26406
-61.0765,152.77,4.04996,-0.017775,0.0300878,1.44707
-66.1609,153.246,3.98368,-0.0255803,0.0295659,1.34525
-69.2079,153.745,3.92162,-0.0264372,0.0316746,1.43627
-69.9365,153.827,3.89727,-0.02366,0.0343781,1.60904
-72.765,153.622,3.85217,-0.0233473,0.0325235,1.50348
-75.1677,153.722,3.80972,-0.0213659,0.0347217,1.57379
-76.6297,153.56,3.78082,-0.0228013,0.0327641,1.49481
-77.4993,153.593,3.77546,-0.0236386,0.0322096,1.37655
-80.4357,153.915,3.72156,-0.0237961,0.0370246,1.51978
-82.9004,153.755,3.66688,-0.0213399,0.0361082,1.56127
-84.8196,153.698,3.62405,-0.0226208,0.0318882,1.40191
-88.6594,154.276,3.55282,-0.0224529,0.0292079,1.38539
-91.568,154.574,3.49516,-0.0403283,0.0230935,1.42253
-95.1778,154.975,3.41982,-0.0241106,0.0179965,1.33974
-98.935,155.76,3.34191,-0.0270296,0.023109,1.33058
-101.236,156.01,3.2776,-0.0276594,0.0237273,1.44098
-104.92,156.378,3.17494,-0.0290807,0.0220053,1.47676
-107.91,156.587,3.08717,-0.0245653,0.0209614,1.35472
-111.435,157.31,3.0113,-0.0265567,0.0201044,1.30564
-112.233,157.472,2.98541,-0.0289846,0.0246027,1.47896
-116.473,157.639,2.87507,-0.0313076,0.0223764,1.36916
-118.067,157.879,2.83462,-0.0282631,0.0254853,1.4832
-122.866,158.102,2.70098,-0.0305301,0.0178883,1.38241
-125.914,158.626,2.61874,-0.0254528,0.0203463,1.34725
-126.469,158.729,2.60222,-0.0245109,0.0228917,1.515
-131.562,158.687,2.4462,-0.033832,0.0168859,1.47443
-135.236,158.944,2.33555,-0.0360691,0.0228468,1.5527
-136.568,158.864,2.28673,-0.0386336,0.0277701,1.71058
-137.595,158.652,2.24159,-0.0345917,0.0329894,1.88404
-140.917,157.381,2.1174,-0.0331751,0.0373086,2.01675
-144.249,155.329,1.98978,-0.0261841,0.0395417,2.12742
-145.361,154.49,1.92702,-0.0424364,0.0484835,2.18812
-147.355,152.862,1.85613,-0.032833,0.0408176,2.20398
-150.429,150.523,1.73859,-0.0376853,0.040918,2.17849
-151.409,149.717,1.69653,-0.0333463,0.045947,2.3498
-154.421,146.155,1.56551,-0.0339848,0.049641,2.43203
-155.058,145.368,1.52569,-0.0292279,0.0547819,2.59709
-155.279,145.016,1.51054,-0.0226248,0.0575294,2.77465
-156.242,141.662,1.44765,-0.0230455,0.05523,2.80564
-157.205,138.279,1.3941,-0.0307021,0.0549064,2.78605
-157.639,136.777,1.32825,-0.0279544,0.0656046,2.94846
-158.317,131.744,1.19442,-0.0374389,0.0521446,2.95446
-158.477,130.588,1.14522,-0.0322182,0.0617945,3.12525
-158.415,129.453,1.12027,-0.0348941,0.0553968,3.01361
-158.399,128.931,1.10602,-0.0377736,0.048349,2.8331
-158.729,127.683,1.04774,-0.0396543,0.0544506,2.93703
-159.081,123.859,0.936123,-0.0381273,0.0542492,3.03482
-159.535,118.85,0.757088,-0.0369783,0.0495749,2.95546
-160.164,114.089,0.594212,-0.03707,0.053017,2.98597
-160.278,112.053,0.524876,-0.037012,0.051773,2.94923
-160.414,111.131,0.495189,-0.0450811,0.0480368,2.78908
-160.805,109.794,0.426878,-0.0423414,0.053119,2.92934
-161.156,107.165,0.324483,-0.0389854,0.0571027,3.05737
-161.472,102.336,0.130354,-0.0456094,0.0483291,2.95265
-162.048,98.5887,-0.0387285,-0.0421743,0.0500674,3.0037
-162.078,97.237,-0.0980246,-0.0447195,0.0555828,3.11216
-162.085,95.724,-0.16027,-0.0497709,0.0477264,2.95546
-162.473,93.1075,-0.279263,-0.0474971,0.0482443,2.98809
-162.732,88.9437,-0.441008,-0.0435138,0.0473329,3.01187
-163.156,85.771,-0.582837,-0.0453583,0.0493322,2.96666
-163.477,81.4267,-0.778668,-0.0471801,0.0508678,3.02232
-163.667,76.3783,-0.995953,-0.0484949,0.0546856,3.08472
-163.683,74.357,-1.08857,-0.0472793,0.046531,2.94447
-164.109,72.162,-1.18582,-0.0529926,0.0421756,2.88797
-164.605,69.4692,-1.32341,-0.048328,0.0495134,3.0376
-164.666,64.9458,-1.52768,-0.048327,0.0535004,3.03178
-165.052,60.868,-1.70623,-0.0344126,0.0574939,2.95436
-165.23,59.5192,-1.77857,-0.0673702,0.0495279,2.93782
-165.988,54.7817,-2.02081,-0.0503109,0.0435002,2.92628
-166.401,51.889,-2.16322,-0.0449556,0.0423435,2.98326
-166.541,50.5468,-2.21276,-0.0433346,0.0485577,-3.13833
-166.443,47.7845,-2.33086,-0.0453688,0.0469416,3.02006
-166.692,45.7702,-2.42117,-0.0455793,0.0409194,2.88729
-167.131,43.0169,-2.53658,-0.0437523,0.0475627,3.03325
-167.151,40.7264,-2.63254,-0.045571,0.0471642,3.04474
-167.3,37.7974,-2.76646,-0.0429254,0.0471702,3.03569
-167.365,36.5727,-2.79315,-0.0471881,0.0519209,3.00838
-167.469,35.2767,-2.89332,-0.0440143,0.0417629,2.99117
-167.962,30.2373,-3.14273,-0.0631091,0.0491192,2.99707
-168.434,26.0264,-3.42532,-0.055447,0.0816331,3.10766
-168.279,24.2725,-3.50799,-0.0414557,0.0879906,-3.03695
-167.603,19.5543,-3.63706,-0.0102408,0.084046,-2.96955
-167.552,19.0998,-3.64627,0.00207589,0.0864798,-2.77973
-167.391,18.6138,-3.64916,0.0109909,0.0854664,-2.61342
-166.759,17.6147,-3.60881,0.0172188,0.0890415,-2.42414
-166.241,17.0603,-3.61248,0.0300715,0.0818486,-2.245
-165.499,16.547,-3.59535,0.0233786,0.0849513,-2.40066
-163.683,14.6141,-3.53424,0.0108924,0.0841628,-2.55833
-163.144,13.9745,-3.53006,0.00282811,0.0818632,-2.72453
-162.859,13.516,-3.52253,-0.010643,0.0795273,-2.91122
-162.495,12.1012,-3.53372,-0.0112723,0.0798181,-2.82437
-162.427,11.7557,-3.54209,0.00051685,0.0802593,-2.6409
-162.322,11.4501,-3.54711,0.0124537,0.0811723,-2.46888
-162.116,11.1081,-3.54209,0.0240855,0.0770552,-2.26157
-161.901,10.8634,-3.53793,0.0291744,0.0719887,-2.08902
-161.606,10.6469,-3.52435,0.0309019,0.0662124,-1.90467
-161.256,10.4653,-3.52296,0.025604,0.0677412,-1.71485
-160.68,10.3721,-3.49977,0.0300928,0.0595641,-1.52158
-158.123,10.6694,-3.42247,0.0344858,0.0471072,-1.39344
-156.44,11.034,-3.36112,0.0371675,0.0449687,-1.22948
-151.833,13.1348,-3.19323,0.0345204,0.0437519,-1.19473
-149.271,14.1964,-3.10831,0.0322185,0.0487385,-1.35296
-148.178,14.4847,-3.0697,0.025648,0.0516701,-1.51852
-147.133,14.6032,-3.03808,0.0207894,0.0549158,-1.6982
-146.696,14.6449,-3.03271,0.0173101,0.058288,-1.89464
-145.183,14.1631,-3.00686,0.00954994,0.0633563,-2.06345
-142.963,13.1599,-2.9779,0.0134765,0.0640643,-1.92803
-139.263,12.3712,-2.91955,0.0197344,0.0618295,-1.81158
-134.319,11.3089,-2.8393,0.019753,0.0597375,-1.83587
-129.324,10.5737,-2.7279,0.0218101,0.0577912,-1.76297
-124.354,9.92533,-2.63326,0.0195243,0.0554388,-1.72461
-119.346,9.33356,-2.53611,0.0214988,0.0555336,-1.74977
-114.344,8.61527,-2.43287,0.0246065,0.0519111,-1.69592
-109.332,8.05105,-2.33315,0.021798,0.0553449,-1.81094
-106.525,7.55617,-2.27415,0.0251959,0.0535467,-1.68697
-103.412,7.36148,-2.20988,0.0193098,0.0537263,-1.76023
-100.714,6.93466,-2.16338,0.0248638,0.0547688,-1.6841
-99.2811,6.92462,-2.12938,0.0296517,0.0508684,-1.50997
-98.7024,6.9413,-2.11642,0.0329836,0.0450501,-1.30667
-97.434,7.40494,-2.07644,0.0332482,0.0435665,-1.20822
-93.1156,9.11607,-1.95847,0.0255432,0.0374622,-1.25997
-90.0082,10.2801,-1.85983,0.0241715,0.0189873,-1.37591
-89.5926,10.4473,-1.85133,0.0257358,0.0261951,-1.58989
-89.2886,10.5419,-1.84238,0.0270701,0.0287437,-1.77961
-88.9834,10.5923,-1.83496,0.0251759,0.0337789,-1.95679
-88.6034,10.5601,-1.82189,0.0229114,0.037189,-2.1765
-87.8468,10.132,-1.79603,0.0170653,0.0394343,-2.34955
-86.0989,8.47042,-1.78945,0.000337873,0.0622903,-2.44041
-85.0349,7.40606,-1.78692,0.00210209,0.0595378,-2.28494
-84.3066,6.90021,-1.7808,0.00943665,0.0576058,-2.11739
-81.5852,5.45531,-1.75429,0.0154469,0.0557075,-1.93753
-79.3766,4.93596,-1.71813,0.0196111,0.0533217,-1.78731
-74.8185,4.06957,-1.64751,0.0114776,0.054887,-1.92325
-73.6306,3.66769,-1.64009,0.00513192,0.0586548,-2.08842
-71.9126,2.76007,-1.63845,0.00917299,0.060077,-2.03567
-70.9965,2.36247,-1.62306,0.0165893,0.0576191,-1.84135
-70.4269,2.21459,-1.61143,0.0239141,0.0535904,-1.66999
-67.8213,2.04686,-1.56772,0.0234571,0.0565748,-1.76984
-65.2932,1.64671,-1.50557,0.0244792,0.0573786,-1.69647
-60.2914,1.33151,-1.40996,0.0264114,0.0569198,-1.64731
-55.2902,1.11604,-1.27908,0.0256792,0.0547731,-1.67668
-50.2363,1.07038,-1.16956,0.0267174,0.0524408,-1.61682
-45.172,0.827769,-1.05878,0.0214506,0.0552109,-1.69532
-40.1748,0.743013,-0.938985,0.0325781,0.0509686,-1.62299
-35.0974,0.773714,-0.794625,0.026344,0.048563,-1.60987
-30.985,0.739133,-0.682646,0.0297563,0.0483272,-1.50443
-29.5418,0.927756,-0.633129,0.0285587,0.0513932,-1.55948
-26.2005,1.0226,-0.543622,0.0268776,0.0554585,-1.61452
-21.1548,1.19599,-0.428542,0.0262824,0.0487319,-1.59465
-16.0979,1.21874,-0.305943,0.0253098,0.0486419,-1.64467
-11.0986,0.967168,-0.193378,0.0244405,0.0499207,-1.70818
-10.1859,0.928753,-0.176085,0.0202781,0.0540112,-1.9042
-9.41212,0.755619,-0.149408,0.0135095,0.0567232,-2.08514
-7.97156,0.0273932,-0.131274,0.00901111,0.059143,-2.2511
-7.09874,-0.570258,-0.128715,0.00121783,0.0561352,-2.45414
-6.82097,-0.764782,-0.126528,-0.0045714,0.0556535,-2.64255
-6.5901,-0.980514,-0.126471,-0.00824431,0.053019,-2.82108
-6.16504,-2.00784,-0.127071,-0.0128289,0.050171,-2.97838
-5.85763,-3.5646,-0.152121,-0.0176352,0.0524346,-2.86959
-5.79683,-3.92005,-0.153399,-0.0121219,0.0562957,-2.69692
-5.67621,-4.28549,-0.159797,-0.00488983,0.0556736,-2.49413
-5.50268,-4.58808,-0.165365,0.0033934,0.0558525,-2.29413
-5.27665,-4.86289,-0.18558,0.0106137,0.0519291,-2.1035
-4.96597,-5.10708,-0.184046,0.0199218,0.0494815,-1.90109
-4.68902,-5.24933,-0.170063,0.020517,0.0501804,-1.73803
-4.35589,-5.35794,-0.166912,0.0219046,0.0471479,-1.56815
-4.00439,-5.40483,-0.157677,0.0228507,0.0459337,-1.39011
-3.59858,-5.38727,-0.147375,0.0223115,0.040887,-1.22572
-1.96375,-4.59443,-0.116464,0.0183439,0.0480538,-1.14066
-1.51218,-4.40848,-0.112652,0.0263432,0.0428478,-0.999088
-1.17644,-4.24084,-0.10082,0.0327607,0.0423493,-0.79257
-0.926719,-4.05528,-0.0953429,0.0346065,0.0385693,-0.625159
-0.652159,-3.75874,-0.0975438,0.0376807,0.028146,-0.424482
-0.317503,-3.02172,-0.0730389,0.0370171,0.0212779,-0.261631
-0.201079,-2.60759,-0.0661623,0.0336553,0.0131437,-0.0745422
-0.210308,-2.09934,-0.0407218,0.0374736,0.0166106,-0.138301
-0.178306,-1.56991,-0.0374558,0.0335312,0.0139431,-0.176063
-0.069984,-0.781178,-0.0118641,0.0264295,0.00816134,-0.0342741
-0.122037,0.0760934,-0.00808382,0.0149078,0.0102615,0.0321491
